sample_index,last_5_mult_1,last_5_mult_2,last_5_mult_3,last_5_mult_4,last_5_mult_5,last_10_mult_1,last_10_mult_2,last_10_mult_3,last_10_mult_4,last_10_mult_5,last_10_mult_6,last_10_mult_7,last_10_mult_8,last_10_mult_9,last_10_mult_10,last_20_mult_1,last_20_mult_2,last_20_mult_3,last_20_mult_4,last_20_mult_5,last_20_mult_6,last_20_mult_7,last_20_mult_8,last_20_mult_9,last_20_mult_10,last_20_mult_11,last_20_mult_12,last_20_mult_13,last_20_mult_14,last_20_mult_15,last_20_mult_16,last_20_mult_17,last_20_mult_18,last_20_mult_19,last_20_mult_20,moving_average_5,moving_average_10,moving_average_20,standard_deviation_5,standard_deviation_10,standard_deviation_20,variance_20,max_20,min_20,median_20,volatility,range_20,skewness,kurtosis,entropy,very_low_count_10,low_count_10,medium_count_10,high_count_10,very_high_count_10,freq_very_low,freq_low,freq_medium,freq_high,freq_very_high,streak_low,streak_high,time_since_high,time_since_very_high,streak_medium,streak_very_low,momentum_5,momentum_10,ema_5,ema_10,slope_5,slope_10,label,category
4912,0.002161,0.484008,0.076144,0.194583,0.127636,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.024609,0.16823,0.447711,0.229696,0.264458,0.07461,0.035941,0.183678,0.311625,0.381339,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.03194,0.03924,0.03578,0.154232,0.223715,0.175201,0.030696,0.1541,0.0101,0.0225,0.195865,0.144,0.827227,0.405254,0.865098,0.3,0.2,0.3,0.1,0.1,0.3,0.1,0.4,0.15,0.05,0.05,0.0,0.15,0.25,0.0,0.0,-0.107323,0.096702,0.024719,0.03521,-0.1052,0.011685,0,VERY_LOW
4913,0.484008,0.076144,0.194583,0.127636,0.018713,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.16823,0.447711,0.229696,0.264458,0.07461,0.035941,0.183678,0.311625,0.381339,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.0321,0.03823,0.035765,0.153673,0.226272,0.175254,0.030714,0.1541,0.0101,0.0225,0.196006,0.144,0.826729,0.404826,0.865098,0.4,0.2,0.2,0.1,0.1,0.3,0.1,0.4,0.15,0.05,0.1,0.0,0.2,0.3,0.0,0.05,-0.102474,0.068922,0.031016,0.029997,-0.3204,-0.043552,2,MEDIUM
4914,0.076144,0.194583,0.127636,0.018713,0.281741,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.447711,0.229696,0.264458,0.07461,0.035941,0.183678,0.311625,0.381339,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.02084,0.04038,0.03651,0.045428,0.223053,0.17451,0.030454,0.1541,0.0101,0.0239,0.191192,0.144,0.813657,0.3987,0.865098,0.4,0.1,0.3,0.1,0.1,0.3,0.1,0.4,0.15,0.05,0.0,0.0,0.25,0.35,0.05,0.0,-0.429197,0.105998,0.022514,0.030552,0.0624,-0.07617,3,HIGH
4915,0.194583,0.127636,0.018713,0.281741,0.549668,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.229696,0.264458,0.07461,0.035941,0.183678,0.311625,0.381339,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.04314,0.05192,0.038865,0.210687,0.24972,0.195049,0.038044,0.1541,0.0101,0.0239,0.200745,0.144,0.72053,0.230743,0.865098,0.3,0.1,0.3,0.2,0.1,0.3,0.1,0.4,0.15,0.05,0.0,0.05,0.0,0.4,0.0,0.0,0.109996,0.335906,0.058265,0.050796,0.442,-0.0232,2,MEDIUM
4916,0.127636,0.018713,0.281741,0.549668,0.1981,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.264458,0.07461,0.035941,0.183678,0.311625,0.381339,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.04322,0.05119,0.03867,0.210512,0.251395,0.195347,0.03816,0.1541,0.0101,0.0239,0.202066,0.144,0.722522,0.23126,0.865098,0.3,0.1,0.3,0.2,0.1,0.3,0.1,0.4,0.15,0.05,0.0,0.0,0.05,0.45,0.05,0.0,0.117662,0.323765,0.046288,0.062475,0.2572,-0.07897,2,MEDIUM
4917,0.018713,0.281741,0.549668,0.1981,0.228183,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.07461,0.035941,0.183678,0.311625,0.381339,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.04534,0.03864,0.03841,0.205162,0.184558,0.195591,0.038256,0.1541,0.0101,0.0239,0.203688,0.144,0.727299,0.233567,0.865098,0.3,0.1,0.4,0.2,0.0,0.3,0.1,0.4,0.15,0.05,0.0,0.0,0.1,0.5,0.1,0.0,0.180422,0.005988,0.039457,0.036958,0.0474,0.0336,2,MEDIUM
4918,0.281741,0.549668,0.1981,0.228183,0.213256,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.035941,0.183678,0.311625,0.381339,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.0485,0.0403,0.03904,0.194032,0.179758,0.19411,0.037679,0.1541,0.0101,0.0247,0.198883,0.144,0.729346,0.237012,0.851549,0.2,0.1,0.5,0.2,0.0,0.25,0.1,0.45,0.15,0.05,0.0,0.0,0.15,0.55,0.15,0.0,0.242316,0.032275,0.038589,0.046223,-0.2338,-0.017479,0,VERY_LOW
4919,0.549668,0.1981,0.228183,0.213256,0.006419,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.183678,0.311625,0.381339,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.04324,0.03204,0.038965,0.208674,0.16106,0.19438,0.037783,0.1541,0.0101,0.0247,0.199543,0.144,0.7274,0.235762,0.851549,0.3,0.1,0.5,0.1,0.0,0.25,0.1,0.45,0.15,0.05,0.05,0.0,0.2,0.6,0.0,0.05,0.109714,-0.177724,0.040893,0.029112,-0.458,0.019927,3,HIGH
4920,0.1981,0.228183,0.213256,0.006419,0.400015,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.311625,0.381339,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.03072,0.03693,0.040955,0.087177,0.164191,0.195207,0.038106,0.1541,0.0101,0.0258,0.190655,0.144,0.664385,0.191031,0.879203,0.2,0.1,0.5,0.2,0.0,0.25,0.1,0.4,0.2,0.05,0.0,0.05,0.0,0.65,0.0,0.0,-0.249908,-0.098279,0.035021,0.036676,0.1162,0.030024,1,LOW
4921,0.228183,0.213256,0.006419,0.400015,0.142779,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.381339,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.0296,0.03641,0.03982,0.089728,0.165356,0.196617,0.038658,0.1541,0.0101,0.0247,0.197506,0.144,0.680702,0.197212,0.91352,0.2,0.2,0.4,0.2,0.0,0.25,0.15,0.35,0.2,0.05,0.05,0.0,0.05,0.7,0.0,0.0,-0.256655,-0.085635,0.030268,0.032643,0.0356,-0.005782,2,MEDIUM
4922,0.213256,0.006419,0.400015,0.142779,0.157985,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.16111,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.02802,0.03668,0.03796,0.091541,0.164652,0.19652,0.03862,0.1541,0.0101,0.02275,0.207082,0.144,0.73296,0.232494,0.889759,0.2,0.1,0.5,0.2,0.0,0.25,0.15,0.4,0.15,0.05,0.0,0.0,0.1,0.75,0.05,0.0,-0.261855,-0.03372,0.026828,0.029517,-0.006,-0.047467,0,VERY_LOW
4923,0.006419,0.400015,0.142779,0.157985,0.044953,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.089488,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.02514,0.03682,0.037525,0.09695,0.164117,0.197684,0.039079,0.1541,0.0101,0.0226,0.210723,0.144,0.729169,0.228941,0.899415,0.2,0.1,0.5,0.2,0.0,0.3,0.15,0.35,0.15,0.05,0.05,0.0,0.15,0.8,0.0,0.05,-0.330047,-0.018787,0.019826,0.029842,-0.0768,-0.108436,1,LOW
4924,0.400015,0.142779,0.157985,0.044953,0.092346,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.006419,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.02614,0.03469,0.037535,0.093581,0.167268,0.197656,0.039068,0.1541,0.0101,0.0226,0.210636,0.144,0.72928,0.229036,0.899415,0.2,0.2,0.4,0.2,0.0,0.3,0.15,0.35,0.15,0.05,0.1,0.0,0.2,0.85,0.0,0.0,-0.303583,-0.075796,0.02527,0.039176,-0.2052,-0.132206,0,VERY_LOW
4925,0.142779,0.157985,0.044953,0.092346,0.056972,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.253928,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.01612,0.02342,0.03767,0.016746,0.072611,0.197212,0.038893,0.1541,0.0101,0.0226,0.20941,0.144,0.731936,0.230847,0.899415,0.3,0.2,0.4,0.1,0.0,0.3,0.15,0.35,0.15,0.05,0.15,0.0,0.25,0.9,0.0,0.05,-0.572073,-0.378285,0.015412,0.020866,-0.036,-0.034521,0,VERY_LOW
4926,0.157985,0.044953,0.092346,0.056972,0.008517,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.593901,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.01434,0.02197,0.03658,0.017727,0.075088,0.199387,0.039755,0.1541,0.0101,0.02,0.218028,0.144,0.734041,0.229293,0.899415,0.4,0.2,0.3,0.1,0.0,0.35,0.15,0.3,0.15,0.05,0.2,0.0,0.3,0.95,0.0,0.1,-0.607983,-0.399399,0.013926,0.01946,-0.0398,-0.046752,0,VERY_LOW
4927,0.044953,0.092346,0.056972,0.008517,0.014692,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.002161,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.01234,0.02018,0.02941,0.008846,0.075932,0.14847,0.022043,0.1257,0.0101,0.01865,0.201932,0.1156,0.844434,0.371632,0.805775,0.5,0.2,0.2,0.1,0.0,0.4,0.15,0.3,0.15,0.0,0.25,0.0,0.35,1.0,0.0,0.15,-0.580415,-0.313839,0.011744,0.017612,-0.0162,-0.050206,0,VERY_LOW
4928,0.092346,0.056972,0.008517,0.014692,0.04318,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.484008,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.01232,0.01873,0.029515,0.008851,0.075935,0.148146,0.021947,0.1257,0.0103,0.01865,0.200774,0.1154,0.84742,0.374107,0.805775,0.6,0.2,0.1,0.1,0.0,0.4,0.15,0.3,0.15,0.0,0.3,0.0,0.4,1.0,0.0,0.2,-0.582585,-0.365407,0.012291,0.014423,-0.017,-0.050218,0,VERY_LOW
4929,0.056972,0.008517,0.014692,0.04318,0.022661,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.076144,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.01148,0.01881,0.025425,0.004872,0.075722,0.130119,0.016931,0.1257,0.0103,0.01665,0.20471,0.1154,1.0,0.82817,0.767564,0.6,0.2,0.1,0.1,0.0,0.45,0.15,0.3,0.1,0.0,0.35,0.0,0.45,1.0,0.0,0.25,-0.548476,-0.260177,0.011591,0.020917,-0.004,-0.069782,2,MEDIUM
4930,0.008517,0.014692,0.04318,0.022661,0.162141,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.194583,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.0131,0.01461,0.02577,0.020231,0.020047,0.129591,0.016794,0.1257,0.0103,0.01865,0.20115,0.1154,1.0,0.830715,0.775911,0.6,0.2,0.2,0.0,0.0,0.4,0.15,0.35,0.1,0.0,0.0,0.0,0.5,1.0,0.05,0.0,-0.491657,-0.433062,0.014419,0.015062,0.0436,-0.00823,3,HIGH
4931,0.014692,0.04318,0.022661,0.162141,0.574764,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.127636,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.03924,0.02679,0.0316,0.255363,0.191409,0.180467,0.032568,0.1411,0.0103,0.01865,0.228439,0.1308,0.870273,0.361929,0.805775,0.6,0.1,0.2,0.1,0.0,0.4,0.15,0.3,0.15,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.241772,-0.152215,0.056685,0.038166,0.5394,0.136012,0,VERY_LOW
4932,0.04318,0.022661,0.162141,0.574764,0.06836,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.018713,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.03984,0.02609,0.031385,0.253752,0.192252,0.180932,0.032737,0.1411,0.0103,0.0173,0.230597,0.1308,0.8692,0.360624,0.767564,0.7,0.1,0.1,0.1,0.0,0.45,0.1,0.3,0.15,0.0,0.05,0.0,0.05,1.0,0.0,0.05,0.269396,-0.168711,0.042554,0.032589,0.266,0.113612,1,LOW
4933,0.022661,0.162141,0.574764,0.06836,0.108742,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.281741,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.0407,0.02651,0.031665,0.251546,0.191601,0.180241,0.032487,0.1411,0.0103,0.0179,0.227685,0.1308,0.872355,0.363447,0.805775,0.6,0.2,0.1,0.1,0.0,0.4,0.15,0.3,0.15,0.0,0.1,0.0,0.1,1.0,0.0,0.0,0.285331,-0.162798,0.033725,0.030067,0.0068,0.084764,2,MEDIUM
4934,0.162141,0.574764,0.06836,0.108742,0.318745,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.549668,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.04716,0.02932,0.032005,0.240599,0.192126,0.180626,0.032626,0.1411,0.0103,0.0179,0.225747,0.1308,0.856404,0.349545,0.805775,0.6,0.1,0.2,0.1,0.0,0.4,0.15,0.3,0.15,0.0,0.0,0.0,0.15,1.0,0.05,0.0,0.47352,-0.083893,0.038267,0.032182,-0.16,0.088242,0,VERY_LOW
4935,0.574764,0.06836,0.108742,0.318745,0.055295,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.1981,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.04552,0.02931,0.026365,0.245548,0.192148,0.145991,0.021313,0.1411,0.0103,0.0159,0.221492,0.1308,1.0,0.908314,0.767564,0.6,0.1,0.2,0.1,0.0,0.45,0.15,0.3,0.1,0.0,0.05,0.0,0.2,1.0,0.0,0.05,0.726531,0.111701,0.045614,0.028327,-0.4534,0.04857,4,VERY_HIGH
4936,0.06836,0.108742,0.318745,0.055295,0.824716,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.228183,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.10652,0.07288,0.047425,0.850831,0.650271,0.480046,0.230444,0.4461,0.0103,0.0159,0.404889,0.4358,1.0,1.0,0.851549,0.5,0.1,0.2,0.1,0.1,0.45,0.15,0.25,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.536742,0.162332,0.104326,1.0,0.478036,1,LOW
4937,0.108742,0.318745,0.055295,0.824716,0.09795,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.213256,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.10692,0.07338,0.04678,0.849748,0.649118,0.480884,0.231249,0.4461,0.0103,0.0155,0.411187,0.4358,1.0,1.0,0.859399,0.4,0.2,0.2,0.1,0.1,0.45,0.2,0.2,0.1,0.05,0.05,0.0,0.05,0.05,0.0,0.0,1.0,0.568619,0.113823,0.088414,0.8022,0.332752,2,MEDIUM
4938,0.318745,0.055295,0.824716,0.09795,0.218875,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.006419,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.1091,0.0749,0.046815,0.844211,0.645929,0.480848,0.231215,0.4461,0.0103,0.0155,0.410849,0.4358,1.0,1.0,0.859399,0.3,0.2,0.3,0.1,0.1,0.45,0.2,0.2,0.1,0.05,0.0,0.0,0.1,0.1,0.05,0.0,1.0,0.599915,0.088558,0.077172,-0.0584,0.201018,0,VERY_LOW
4939,0.055295,0.824716,0.09795,0.218875,0.037773,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.400015,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.1028,0.07498,0.046895,0.858695,0.645733,0.480699,0.231072,0.4461,0.0104,0.0155,0.410022,0.4357,1.0,1.0,0.859399,0.3,0.2,0.3,0.1,0.1,0.45,0.2,0.2,0.1,0.05,0.05,0.0,0.15,0.15,0.0,0.05,1.0,0.598891,0.058989,0.066649,-0.8414,0.047224,1,LOW
4940,0.824716,0.09795,0.218875,0.037773,0.099329,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.142779,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.10338,0.07445,0.04453,0.857195,0.646886,0.481469,0.231812,0.4461,0.0104,0.0155,0.432489,0.4357,1.0,1.0,0.824737,0.3,0.3,0.2,0.1,0.1,0.45,0.25,0.2,0.05,0.05,0.1,0.0,0.2,0.2,0.0,0.0,1.0,0.671907,0.10164,0.073535,-1.0,-0.089176,3,HIGH
4941,0.09795,0.218875,0.037773,0.099329,0.382088,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.157985,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.02578,0.06615,0.04647,0.084884,0.637419,0.480783,0.231153,0.4461,0.0104,0.0155,0.413844,0.4357,1.0,1.0,0.859399,0.3,0.3,0.2,0.1,0.1,0.45,0.2,0.2,0.1,0.05,0.0,0.05,0.0,0.25,0.0,0.0,-0.445233,0.423499,0.030448,0.053602,0.1464,-0.018145,0,VERY_LOW
4942,0.218875,0.037773,0.099329,0.382088,0.055295,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.044953,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.02522,0.06607,0.04608,0.086712,0.637584,0.481381,0.231727,0.4461,0.0104,0.0145,0.417865,0.4357,1.0,1.0,0.828286,0.3,0.3,0.2,0.1,0.1,0.5,0.2,0.15,0.1,0.05,0.05,0.0,0.05,0.3,0.0,0.05,-0.452691,0.433811,0.02614,0.046578,0.0344,-0.14617,0,VERY_LOW
4943,0.037773,0.099329,0.382088,0.055295,0.012653,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.012653,0.092346,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.012653,0.02186,0.06548,0.045995,0.091004,0.638791,0.481533,0.231874,0.4461,0.0104,0.0145,0.41877,0.4357,1.0,1.0,0.828286,0.4,0.2,0.2,0.1,0.1,0.5,0.2,0.15,0.1,0.05,0.1,0.0,0.1,0.35,0.0,0.1,-0.524731,0.423633,0.018919,0.043653,-0.011,-0.272776,2,MEDIUM
4944,0.099329,0.382088,0.055295,0.012653,0.194583,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.012653,0.194583,0.056972,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.012653,0.194583,0.02438,0.06359,0.046455,0.087531,0.64105,0.480904,0.231269,0.4461,0.0104,0.0147,0.414082,0.4357,1.0,1.0,0.828286,0.4,0.2,0.2,0.1,0.1,0.5,0.15,0.2,0.1,0.05,0.0,0.0,0.15,0.4,0.05,0.0,-0.475191,0.368852,0.021293,0.036071,-0.0602,-0.346921,2,MEDIUM
4945,0.382088,0.055295,0.012653,0.194583,0.178967,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.012653,0.194583,0.178967,0.008517,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.012653,0.194583,0.178967,0.02578,0.06458,0.046945,0.085189,0.639262,0.48017,0.230563,0.4461,0.0104,0.01575,0.409134,0.4357,1.0,1.0,0.851549,0.3,0.2,0.3,0.1,0.1,0.45,0.15,0.25,0.1,0.05,0.0,0.0,0.2,0.45,0.1,0.0,-0.450847,0.375652,0.027365,0.091893,-0.118,-0.459006,0,VERY_LOW
4946,0.055295,0.012653,0.194583,0.178967,0.046711,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.012653,0.194583,0.178967,0.046711,0.014692,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.012653,0.194583,0.178967,0.046711,0.01664,0.02121,0.047045,0.028998,0.067418,0.479985,0.230385,0.4461,0.0106,0.01575,0.408107,0.4355,1.0,1.0,0.851549,0.4,0.2,0.3,0.1,0.0,0.45,0.15,0.25,0.1,0.05,0.05,0.0,0.25,0.5,0.0,0.05,-0.646296,-0.549155,0.016425,0.019581,0.0224,-0.007236,2,MEDIUM
4947,0.012653,0.194583,0.178967,0.046711,0.255942,0.218875,0.037773,0.099329,0.382088,0.055295,0.012653,0.194583,0.178967,0.046711,0.255942,0.04318,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.012653,0.194583,0.178967,0.046711,0.255942,0.02056,0.02289,0.048135,0.040552,0.068683,0.478507,0.228969,0.4461,0.0106,0.01615,0.397637,0.4355,1.0,1.0,0.865098,0.4,0.1,0.4,0.1,0.0,0.4,0.15,0.3,0.1,0.05,0.0,0.0,0.3,0.55,0.05,0.0,-0.572868,-0.524462,0.02148,0.023503,0.0634,-0.002267,0,VERY_LOW
4948,0.194583,0.178967,0.046711,0.255942,0.039591,0.037773,0.099329,0.382088,0.055295,0.012653,0.194583,0.178967,0.046711,0.255942,0.039591,0.022661,0.162141,0.574764,0.06836,0.108742,0.318745,0.055295,0.824716,0.09795,0.218875,0.037773,0.099329,0.382088,0.055295,0.012653,0.194583,0.178967,0.046711,0.255942,0.039591,0.02084,0.02135,0.048125,0.038896,0.070027,0.478526,0.228987,0.4461,0.0106,0.01615,0.397736,0.4355,1.0,1.0,0.865098,0.5,0.1,0.3,0.1,0.0,0.4,0.15,0.3,0.1,0.05,0.05,0.0,0.35,0.6,0.0,0.05,-0.566961,-0.556364,0.020151,0.019328,-0.0306,-0.008133,2,MEDIUM
