sample_index,last_5_mult_1,last_5_mult_2,last_5_mult_3,last_5_mult_4,last_5_mult_5,last_10_mult_1,last_10_mult_2,last_10_mult_3,last_10_mult_4,last_10_mult_5,last_10_mult_6,last_10_mult_7,last_10_mult_8,last_10_mult_9,last_10_mult_10,last_20_mult_1,last_20_mult_2,last_20_mult_3,last_20_mult_4,last_20_mult_5,last_20_mult_6,last_20_mult_7,last_20_mult_8,last_20_mult_9,last_20_mult_10,last_20_mult_11,last_20_mult_12,last_20_mult_13,last_20_mult_14,last_20_mult_15,last_20_mult_16,last_20_mult_17,last_20_mult_18,last_20_mult_19,last_20_mult_20,moving_average_5,moving_average_10,moving_average_20,standard_deviation_5,standard_deviation_10,standard_deviation_20,variance_20,max_20,min_20,median_20,volatility,range_20,skewness,kurtosis,entropy,very_low_count_10,low_count_10,medium_count_10,high_count_10,very_high_count_10,freq_very_low,freq_low,freq_medium,freq_high,freq_very_high,streak_low,streak_high,time_since_high,time_since_very_high,streak_medium,streak_very_low,momentum_5,momentum_10,ema_5,ema_10,slope_5,slope_10,label,category
860,0.041393,0.010595,0.080684,0.186456,0.341974,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.020696,1.0,0.012653,0.684793,0.434322,0.06836,0.442114,0.494725,0.121519,0.010595,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.0218,0.02352,0.55843,0.07002,0.076797,1.0,1.0,1.0,0.0105,0.016,0.807834,1.0,1.0,1.0,0.828286,0.6,0.0,0.4,0.0,0.0,0.5,0.05,0.2,0.15,0.1,0.0,0.0,0.6,0.8,0.1,0.0,-0.960962,-0.957882,0.02692,0.027485,0.171,-0.006497,2,MEDIUM
861,0.010595,0.080684,0.186456,0.341974,0.256609,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,1.0,0.012653,0.684793,0.434322,0.06836,0.442114,0.494725,0.121519,0.010595,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.0259,0.02219,0.55951,0.067789,0.069336,1.0,1.0,1.0,0.0105,0.02055,0.806182,1.0,1.0,1.0,0.851549,0.6,0.0,0.4,0.0,0.0,0.45,0.05,0.25,0.15,0.1,0.0,0.0,0.65,0.85,0.15,0.0,-0.953709,-0.96034,0.028602,0.023898,0.156,0.033248,0,VERY_LOW
862,0.080684,0.186456,0.341974,0.256609,0.082176,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.012653,0.684793,0.434322,0.06836,0.442114,0.494725,0.121519,0.010595,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.02672,0.02242,0.04085,0.063491,0.068598,0.255473,0.065267,0.2342,0.0105,0.01605,0.250157,0.2237,1.0,0.740283,0.793624,0.6,0.0,0.4,0.0,0.0,0.5,0.05,0.25,0.15,0.05,0.05,0.0,0.7,0.9,0.0,0.05,-0.3459,-0.451163,0.024462,0.026576,0.0184,0.011782,2,MEDIUM
863,0.186456,0.341974,0.256609,0.082176,0.219666,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.684793,0.434322,0.06836,0.442114,0.494725,0.121519,0.010595,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.02932,0.02069,0.041695,0.055844,0.058679,0.253629,0.064328,0.2342,0.0105,0.02055,0.243318,0.2237,1.0,0.75189,0.810632,0.6,0.0,0.4,0.0,0.0,0.45,0.05,0.3,0.15,0.05,0.0,0.0,0.75,0.95,0.05,0.0,-0.296798,-0.503777,0.026673,0.022281,-0.0518,0.047164,4,VERY_HIGH
864,0.341974,0.256609,0.082176,0.219666,0.72497,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.434322,0.06836,0.442114,0.494725,0.121519,0.010595,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.08096,0.04771,0.044075,0.504994,0.394247,0.299877,0.089926,0.2818,0.0105,0.02055,0.272152,0.2713,1.0,0.941936,0.810632,0.5,0.0,0.4,0.0,0.1,0.45,0.05,0.3,0.15,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.836869,0.082473,0.114968,0.069466,0.9238,0.319891,2,MEDIUM
865,0.256609,0.082176,0.219666,0.72497,0.339714,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.06836,0.442114,0.494725,0.121519,0.010595,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.08086,0.05133,0.04277,0.505156,0.389671,0.297975,0.088789,0.2818,0.0105,0.02055,0.278677,0.2713,1.0,1.0,0.780768,0.4,0.0,0.5,0.0,0.1,0.45,0.05,0.35,0.1,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.890578,0.20014,0.090511,0.065594,0.5952,0.271842,3,HIGH
866,0.082176,0.219666,0.72497,0.339714,0.354635,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.442114,0.494725,0.121519,0.010595,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.08458,0.05524,0.044645,0.497584,0.384205,0.296199,0.087734,0.2818,0.0105,0.02555,0.265381,0.2713,1.0,0.991837,0.818979,0.3,0.0,0.5,0.1,0.1,0.4,0.05,0.35,0.15,0.05,0.0,0.05,0.0,0.1,0.0,0.0,0.894501,0.237317,0.075037,0.062762,0.187,0.219394,3,HIGH
867,0.219666,0.72497,0.339714,0.354635,0.48909,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.494725,0.121519,0.010595,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.10068,0.0637,0.04557,0.466023,0.380516,0.299363,0.089618,0.2818,0.0105,0.02555,0.262772,0.2713,1.0,0.921187,0.818979,0.2,0.0,0.5,0.2,0.1,0.4,0.05,0.35,0.15,0.05,0.0,0.1,0.0,0.15,0.0,0.0,1.0,0.397849,0.083423,0.069179,-0.1908,0.203224,2,MEDIUM
868,0.72497,0.339714,0.354635,0.48909,0.150515,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.121519,0.010595,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.09918,0.06425,0.04169,0.472113,0.378824,0.294406,0.086675,0.2818,0.0105,0.0218,0.282472,0.2713,1.0,1.0,0.784662,0.1,0.0,0.6,0.2,0.1,0.4,0.05,0.4,0.1,0.05,0.0,0.0,0.05,0.2,0.05,0.0,1.0,0.541137,0.09577,0.061461,-0.9526,0.089952,2,MEDIUM
869,0.339714,0.354635,0.48909,0.150515,0.175124,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.010595,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.0473,0.06413,0.041935,0.135381,0.37915,0.293951,0.086407,0.2818,0.0105,0.023,0.280387,0.2713,1.0,1.0,0.687128,0.1,0.0,0.6,0.2,0.1,0.4,0.0,0.45,0.1,0.05,0.0,0.0,0.1,0.25,0.1,0.0,0.127936,0.529271,0.040499,0.057679,-0.164,-0.009903,0,VERY_LOW
870,0.354635,0.48909,0.150515,0.175124,0.028452,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.330906,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.04002,0.06044,0.04198,0.15312,0.386961,0.293833,0.086338,0.2818,0.0105,0.023,0.279974,0.2713,1.0,1.0,0.687128,0.2,0.0,0.5,0.2,0.1,0.4,0.0,0.45,0.1,0.05,0.05,0.0,0.15,0.3,0.0,0.05,-0.046689,0.439733,0.031247,0.047154,-0.3046,-0.088533,0,VERY_LOW
871,0.48909,0.150515,0.175124,0.028452,0.066769,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.044953,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.0325,0.05854,0.040365,0.157788,0.391402,0.295398,0.08726,0.2818,0.0105,0.0212,0.292727,0.2713,1.0,1.0,0.687128,0.3,0.0,0.4,0.2,0.1,0.45,0.0,0.4,0.1,0.05,0.1,0.0,0.2,0.35,0.0,0.1,-0.194847,0.450266,0.031146,0.038634,-0.3432,-0.176752,0,VERY_LOW
872,0.150515,0.175124,0.028452,0.066769,0.04318,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.325639,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.01592,0.0583,0.04036,0.022168,0.392092,0.29541,0.087267,0.2818,0.0105,0.0212,0.292775,0.2713,1.0,1.0,0.687128,0.3,0.0,0.4,0.2,0.1,0.45,0.0,0.4,0.1,0.05,0.15,0.0,0.25,0.4,0.0,0.15,-0.60555,0.4445,0.014941,0.035562,-0.0488,-0.285891,0,VERY_LOW
873,0.175124,0.028452,0.066769,0.04318,0.032229,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.032229,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.01424,0.05671,0.0387,0.02076,0.395921,0.296997,0.088207,0.2818,0.0105,0.0173,0.306974,0.2713,1.0,1.0,0.679775,0.4,0.0,0.3,0.2,0.1,0.5,0.0,0.35,0.1,0.05,0.2,0.0,0.3,0.45,0.0,0.2,-0.632041,0.465375,0.014143,0.065391,-0.0416,-0.377903,0,VERY_LOW
874,0.028452,0.066769,0.04318,0.032229,0.018713,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.032229,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.01194,0.02962,0.038665,0.004643,0.130343,0.297078,0.088255,0.2818,0.0105,0.0173,0.307335,0.2713,1.0,1.0,0.679775,0.5,0.0,0.3,0.2,0.0,0.5,0.0,0.35,0.1,0.05,0.25,0.0,0.35,0.5,0.0,0.25,-0.691194,-0.233932,0.011614,0.024027,-0.006,-0.127758,2,MEDIUM
875,0.066769,0.04318,0.032229,0.018713,0.329482,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.041393,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.01878,0.0294,0.040365,0.067197,0.129616,0.295512,0.087328,0.2818,0.0105,0.0212,0.29284,0.2713,1.0,1.0,0.687128,0.5,0.0,0.3,0.2,0.0,0.45,0.0,0.4,0.1,0.05,0.0,0.0,0.4,0.55,0.05,0.0,-0.534745,-0.271646,0.023232,0.028406,0.1254,-0.086085,1,LOW
876,0.04318,0.032229,0.018713,0.329482,0.110054,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.010595,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.01938,0.02594,0.04059,0.066303,0.125389,0.295015,0.087034,0.2818,0.0105,0.0212,0.290726,0.2713,1.0,1.0,0.784662,0.5,0.1,0.3,0.1,0.0,0.4,0.05,0.4,0.1,0.05,0.05,0.0,0.45,0.6,0.0,0.0,-0.522542,-0.360926,0.020837,0.032161,0.0856,-0.070982,2,MEDIUM
877,0.032229,0.018713,0.329482,0.110054,0.228183,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.080684,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.02266,0.01929,0.041495,0.065531,0.051738,0.293362,0.086061,0.2818,0.0109,0.023,0.282792,0.2709,1.0,1.0,0.780768,0.5,0.1,0.4,0.0,0.0,0.35,0.05,0.45,0.1,0.05,0.0,0.0,0.5,0.65,0.05,0.0,-0.45391,-0.535125,0.023346,0.021418,0.0794,0.024133,2,MEDIUM
878,0.018713,0.329482,0.110054,0.228183,0.291032,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.186456,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.02798,0.02111,0.04268,0.064673,0.059048,0.291768,0.085129,0.2818,0.0109,0.02555,0.273447,0.2709,1.0,1.0,0.768962,0.5,0.1,0.4,0.0,0.0,0.3,0.05,0.5,0.1,0.05,0.0,0.0,0.55,0.7,0.1,0.0,-0.344424,-0.505389,0.028205,0.024792,0.0752,0.045709,0,VERY_LOW
879,0.329482,0.110054,0.228183,0.291032,0.026539,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.341974,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.02806,0.02,0.042065,0.064148,0.060765,0.293078,0.085895,0.2818,0.0109,0.02495,0.278691,0.2709,1.0,1.0,0.780768,0.6,0.1,0.3,0.0,0.0,0.35,0.05,0.45,0.1,0.05,0.05,0.0,0.6,0.75,0.0,0.05,-0.332937,-0.524545,0.02714,0.02086,-0.094,0.036727,3,HIGH
880,0.110054,0.228183,0.291032,0.026539,0.353785,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.256609,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.02914,0.02396,0.0422,0.071964,0.074283,0.293165,0.085946,0.2818,0.0109,0.02495,0.277882,0.2709,1.0,1.0,0.818979,0.5,0.1,0.3,0.1,0.0,0.35,0.05,0.4,0.15,0.05,0.0,0.05,0.0,0.8,0.0,0.0,-0.309479,-0.432227,0.031274,0.026636,0.103,0.059079,2,MEDIUM
881,0.228183,0.291032,0.026539,0.353785,0.276334,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.082176,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.03296,0.02617,0.042355,0.065137,0.073973,0.293058,0.085883,0.2818,0.0109,0.02495,0.276763,0.2709,1.0,1.0,0.818979,0.4,0.1,0.4,0.1,0.0,0.35,0.05,0.4,0.15,0.05,0.0,0.0,0.05,0.85,0.05,0.0,-0.221816,-0.382127,0.03433,0.028096,0.054,0.058073,1,LOW
882,0.291032,0.026539,0.353785,0.276334,0.139377,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.219666,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.03104,0.02685,0.042575,0.070923,0.071422,0.292576,0.0856,0.2818,0.0109,0.02495,0.27488,0.2709,1.0,1.0,0.865098,0.3,0.2,0.4,0.1,0.0,0.3,0.1,0.4,0.15,0.05,0.05,0.0,0.1,0.9,0.0,0.0,-0.270934,-0.369348,0.030484,0.026361,-0.028,0.031624,1,LOW
883,0.026539,0.353785,0.276334,0.139377,0.112655,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.72497,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.02676,0.02737,0.04204,0.073005,0.069032,0.293496,0.08614,0.2818,0.0109,0.0212,0.279254,0.2709,1.0,1.0,0.899415,0.2,0.3,0.4,0.1,0.0,0.3,0.15,0.35,0.15,0.05,0.1,0.0,0.15,0.95,0.0,0.0,-0.363463,-0.348953,0.02238,0.024529,-0.042,0.000327,2,MEDIUM
884,0.353785,0.276334,0.139377,0.112655,0.214067,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.339714,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.02986,0.02896,0.02929,0.062405,0.063442,0.102518,0.01051,0.0951,0.0109,0.0212,0.140003,0.0842,0.631048,0.267035,0.805775,0.1,0.3,0.5,0.1,0.0,0.3,0.15,0.4,0.15,0.0,0.0,0.0,0.2,1.0,0.05,0.0,0.019461,-0.011267,0.029081,0.029606,-0.1346,-0.022255,3,HIGH
885,0.276334,0.139377,0.112655,0.214067,0.389798,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.354635,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.0317,0.03042,0.02991,0.078599,0.075626,0.106143,0.011266,0.0951,0.0109,0.0212,0.141949,0.0842,0.58166,0.195094,0.829535,0.1,0.3,0.4,0.2,0.0,0.3,0.15,0.35,0.2,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.059846,0.017051,0.03744,0.03127,0.1136,0.034012,4,VERY_HIGH
886,0.139377,0.112655,0.214067,0.389798,0.715923,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.48909,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.07862,0.05579,0.040865,0.4855,0.364701,0.282725,0.079934,0.2703,0.0109,0.0212,0.276741,0.2594,1.0,1.0,0.899415,0.1,0.2,0.4,0.2,0.1,0.3,0.15,0.35,0.15,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.923896,0.365227,0.11286,0.076343,1.0,0.277273,0,VERY_LOW
887,0.112655,0.214067,0.389798,0.715923,0.037773,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.150515,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.0772,0.05412,0.036705,0.490046,0.368653,0.27726,0.076873,0.2703,0.0109,0.0195,0.302149,0.2594,1.0,1.0,0.869551,0.2,0.2,0.3,0.2,0.1,0.35,0.15,0.35,0.1,0.05,0.05,0.0,0.05,0.05,0.0,0.05,1.0,0.474459,0.078917,0.065917,0.4674,0.193139,0,VERY_LOW
888,0.214067,0.389798,0.715923,0.037773,0.006419,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.175124,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.0759,0.05133,0.03622,0.494207,0.374001,0.27819,0.07739,0.2703,0.0103,0.0179,0.307223,0.26,1.0,1.0,0.865098,0.3,0.2,0.2,0.2,0.1,0.4,0.15,0.3,0.1,0.05,0.1,0.0,0.1,0.1,0.0,0.1,1.0,0.417173,0.057362,0.052189,-0.1626,0.124109,0,VERY_LOW
889,0.389798,0.715923,0.037773,0.006419,0.046711,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.028452,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.07302,0.05144,0.03572,0.502135,0.373711,0.279023,0.077854,0.2703,0.0103,0.0167,0.312456,0.26,1.0,1.0,0.851549,0.3,0.2,0.2,0.2,0.1,0.45,0.15,0.25,0.1,0.05,0.15,0.0,0.15,0.15,0.0,0.15,1.0,0.44009,0.046773,0.050291,-0.7112,0.028267,2,MEDIUM
890,0.715923,0.037773,0.006419,0.046711,0.309024,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.066769,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.06928,0.05049,0.037225,0.505901,0.37401,0.277668,0.0771,0.2703,0.0103,0.0179,0.298368,0.26,1.0,1.0,0.865098,0.3,0.2,0.3,0.1,0.1,0.4,0.15,0.3,0.1,0.05,0.0,0.0,0.2,0.2,0.05,0.0,0.861115,0.356347,0.072683,0.046636,-0.9142,0.016836,0,VERY_LOW
891,0.037773,0.006419,0.046711,0.309024,0.039591,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.039591,0.04318,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.039591,0.01762,0.04812,0.037145,0.059808,0.378021,0.277844,0.077197,0.2703,0.0103,0.0179,0.299199,0.26,1.0,1.0,0.865098,0.4,0.2,0.2,0.1,0.1,0.4,0.15,0.3,0.1,0.05,0.05,0.0,0.25,0.25,0.0,0.05,-0.525643,0.295464,0.018427,0.038094,0.0628,-0.044873,2,MEDIUM
892,0.006419,0.046711,0.309024,0.039591,0.193695,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.039591,0.193695,0.032229,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.039591,0.193695,0.02012,0.04866,0.037755,0.05905,0.377067,0.276791,0.076613,0.2703,0.0103,0.0217,0.29325,0.26,1.0,1.0,0.869551,0.4,0.1,0.3,0.1,0.1,0.35,0.15,0.35,0.1,0.05,0.0,0.0,0.3,0.3,0.05,0.0,-0.46709,0.288836,0.020207,0.035308,0.0556,-0.109576,0,VERY_LOW
893,0.046711,0.309024,0.039591,0.193695,0.002161,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.039591,0.193695,0.002161,0.018713,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.039591,0.193695,0.002161,0.02008,0.04799,0.03768,0.059218,0.378613,0.276973,0.076714,0.2703,0.0101,0.0217,0.294026,0.2602,1.0,1.0,0.869551,0.5,0.0,0.3,0.1,0.1,0.35,0.15,0.35,0.1,0.05,0.05,0.0,0.35,0.35,0.0,0.05,-0.467091,0.27362,0.017115,0.032069,-0.0434,-0.194121,0,VERY_LOW
894,0.309024,0.039591,0.193695,0.002161,0.056972,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.039591,0.193695,0.002161,0.056972,0.329482,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.039591,0.193695,0.002161,0.056972,0.0202,0.04661,0.037785,0.05884,0.381101,0.276728,0.076579,0.2703,0.0101,0.0217,0.29295,0.2602,1.0,1.0,0.869551,0.6,0.0,0.2,0.1,0.1,0.35,0.15,0.35,0.1,0.05,0.1,0.0,0.4,0.4,0.0,0.1,-0.465396,0.233558,0.019575,0.033092,-0.1178,-0.260545,0,VERY_LOW
895,0.039591,0.193695,0.002161,0.056972,0.012653,0.715923,0.037773,0.006419,0.046711,0.309024,0.039591,0.193695,0.002161,0.056972,0.012653,0.110054,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.039591,0.193695,0.002161,0.056972,0.012653,0.01402,0.04165,0.036035,0.026451,0.383931,0.278118,0.077349,0.2703,0.0101,0.0179,0.30872,0.2602,1.0,1.0,0.865098,0.7,0.0,0.2,0.0,0.1,0.4,0.15,0.3,0.1,0.05,0.15,0.0,0.45,0.45,0.0,0.15,-0.610934,0.155821,0.012699,0.057246,-0.0284,-0.281709,0,VERY_LOW
896,0.193695,0.002161,0.056972,0.012653,0.082176,0.037773,0.006419,0.046711,0.309024,0.039591,0.193695,0.002161,0.056972,0.012653,0.082176,0.228183,0.291032,0.026539,0.353785,0.276334,0.139377,0.112655,0.214067,0.389798,0.715923,0.037773,0.006419,0.046711,0.309024,0.039591,0.193695,0.002161,0.056972,0.012653,0.082176,0.01454,0.01608,0.035935,0.025965,0.046742,0.278301,0.077451,0.2703,0.0101,0.0179,0.309783,0.2602,1.0,1.0,0.826887,0.8,0.0,0.2,0.0,0.0,0.45,0.1,0.3,0.1,0.05,0.2,0.0,0.5,0.5,0.0,0.2,-0.595381,-0.552525,0.014965,0.014756,-0.0382,-0.006352,1,LOW
